yyyy, mm, dd, hour, min, seg, altura, periodo, direcao
1963, 8, 26, 21, 0, 0, 1.5, 9.0, 90.0
1963, 8, 27, 9, 0, 0, 1.8, 10.0, 90.0
1963, 8, 27, 21, 0, 0, 2.0, 8.0, 85.0
1963, 8, 28, 9, 0, 0, 1.9, 8.0, 85.0
1963, 8, 28, 21, 0, 0, 1.6, 9.0, 85.0
1963, 8, 29, 9, 0, 0, 1.4, 11.0, 80.0
1963, 8, 29, 21, 0, 0, 1.4, 10.0, 80.0
1963, 8, 30, 9, 0, 0, 1.2, 10.0, 85.0
1963, 8, 30, 21, 0, 0, 2.1, 9.0, 91.25
1963, 8, 31, 9, 0, 0, 2.2, 9.0, 97.5
1963, 8, 31, 21, 0, 0, 1.9, 8.0, 103.75
1963, 9, 1, 9, 0, 0, 2.0, 8.0, 110.0
1963, 9, 1, 21, 0, 0, 2.1, 11.0, 110.0
1963, 9, 2, 9, 0, 0, 1.4, 11.0, 90.0
1963, 9, 2, 21, 0, 0, 1.6, 10.0, 90.0
1963, 9, 3, 9, 0, 0, 1.6, 7.0, 85.0
1963, 9, 3, 21, 0, 0, 1.7, 7.0, 85.0
1963, 9, 4, 9, 0, 0, 1.4, 7.0, 85.0
1963, 9, 4, 21, 0, 0, 1.3, 7.0, 85.0
1963, 9, 5, 9, 0, 0, 1.4, 8.0, 80.0
1963, 9, 5, 21, 0, 0, 1.6, 7.0, 85.0
1963, 9, 6, 9, 0, 0, 1.6, 7.0, 80.0
1963, 9, 6, 21, 0, 0, 1.5, 7.0, 80.0
1963, 9, 7, 9, 0, 0, 1.5, 8.0, 80.0
1963, 9, 7, 21, 0, 0, 1.1, 9.0, 85.0
1963, 9, 8, 9, 0, 0, 1.3, 8.0, 75.0
1963, 9, 8, 21, 0, 0, 1.8, 9.0, 75.0
1963, 9, 9, 9, 0, 0, 2.0, 9.0, 90.0
1963, 9, 9, 21, 0, 0, 2.2, 10.0, 90.0
1963, 9, 10, 9, 0, 0, 2.2, 10.0, 100.0
1963, 9, 10, 21, 0, 0, 1.8, 9.0, 100.0
1963, 9, 11, 9, 0, 0, 1.5, 9.0, 120.0
1963, 9, 11, 21, 0, 0, 1.4, 7.0, 120.0
1963, 9, 12, 9, 0, 0, 1.1, 8.0, 120.0
1963, 9, 12, 21, 0, 0, 0.8, 8.0, 120.0
1963, 9, 13, 9, 0, 0, 1.4, 9.0, 100.0
1963, 9, 13, 21, 0, 0, 1.5, 9.0, 100.0
